Etablissement;Code_Guichet;Nom_Guichet;Rue;Complement_adresse;Ville;Code_Postal;Libellé_Marque;Horaires;Infos_Complementaires;Raison_Sociale;Url_site;Code_URA;ouverture_lundi;ouverture_mardi;ouverture_mercredi;ouverture_jeudi;ouverture_vendredi;ouverture_samedi;ouverture_dimanche;ouverture_lundi_matin;fermeture_lundi_matin;ouverture_lundi_apresmidi;fermeture_lundi_apresmidi;ouverture_mardi_matin;fermeture_mardi_matin;ouverture_mardi_apresmidi;fermeture_mardi_apresmidi;ouverture_mercredi_matin;fermeture_mercredi_matin;ouverture_mercredi_apresmidi;fermeture_mercredi_apresmidi;ouverture_jeudi_matin;fermeture_jeudi_matin;ouverture_jeudi_apresmidi;fermeture_jeudi_apresmidi;ouverture_vendredi_matin;fermeture_vendredi_matin;ouverture_vendredi_apresmidi;fermeture_vendredi_apresmidi;ouverture_samedi_matin;fermeture_samedi_matin;ouverture_samedi_apresmidi;fermeture_samedi_apresmidi;ouverture_dimanche_matin;fermeture_dimanche_matin;ouverture_dimanche_apresmidi;fermeture_dimanche_apresmidi;coordonnees_gps
16807;00457;VENISSIEUX CENTRE;16, pl Léon Sublet;;VENISSIEUX;69200;;Lu0000000000000000Ma0830123013451745Me0830123013451745Je0830120013451745Ve0830123013451745Sa0800123000000000Di0000000000000000;;Banque Populaire Auvergne Rhône Alpes;https://www.banquepopulaire.fr/bpaura/;00457;Lu0000000000000000;Ma0830123013451745;Me0830123013451745;Je0830120013451745;Ve0830123013451745;Sa0800123000000000;Di0000000000000000;0000;0000;0000;0000;0830;1230;1345;1745;0830;1230;1345;1745;0830;1200;1345;1745;0830;1230;1345;1745;0800;1230;0000;0000;0000;0000;0000;0000;45.69997, 4.88311
16807;00464;PAYS DE LA TURDINE TARARE;1, Avenue Charles de Gaulle;;TARARE;69170;;Lu0000000000000000Ma0830123013451745Me0830123013451745Je0830120013451745Ve0830123013451745Sa0800123000000000Di0000000000000000;L'après-midi uniquement sur rendez-vous.;Banque Populaire Auvergne Rhône Alpes;https://www.banquepopulaire.fr/bpaura/;00464;Lu0000000000000000;Ma0830123013451745;Me0830123013451745;Je0830120013451745;Ve0830123013451745;Sa0800123000000000;Di0000000000000000;0000;0000;0000;0000;0830;1230;1345;1745;0830;1230;1345;1745;0830;1200;1345;1745;0830;1230;1345;1745;0800;1230;0000;0000;0000;0000;0000;0000;45.89809, 4.43393
16807;00466;LYON BELLECOUR CONFLUENCE;17-19, cours Charlemagne;;LYON;69002;;Lu0000000000000000Ma0830123013451745Me0830123013451745Je0830120013451745Ve0830123013451745Sa0800123000000000Di0000000000000000;L'après-midi uniquement sur rendez-vous.;Banque Populaire Auvergne Rhône Alpes;https://www.banquepopulaire.fr/bpaura/;00466;Lu0000000000000000;Ma0830123013451745;Me0830123013451745;Je0830120013451745;Ve0830123013451745;Sa0800123000000000;Di0000000000000000;0000;0000;0000;0000;0830;1230;1345;1745;0830;1230;1345;1745;0830;1200;1345;1745;0830;1230;1345;1745;0800;1230;0000;0000;0000;0000;0000;0000;45.7463, 4.824
16807;00479;PAYS ROUSSILLONNAIS SALAISE;Angle N 7 rue Jonchain;ZAC Jonchain Nord;SALAISE-SUR-SANNE;38150;;Lu0000000000000000Ma0830123013451745Me0830123013451745Je0830120013451745Ve0830123013451745Sa0800123000000000Di0000000000000000;L'après-midi uniquement sur rendez-vous.;Banque Populaire Auvergne Rhône Alpes;https://www.banquepopulaire.fr/bpaura/;00479;Lu0000000000000000;Ma0830123013451745;Me0830123013451745;Je0830120013451745;Ve0830123013451745;Sa0800123000000000;Di0000000000000000;0000;0000;0000;0000;0830;1230;1345;1745;0830;1230;1345;1745;0830;1200;1345;1745;0830;1230;1345;1745;0800;1230;0000;0000;0000;0000;0000;0000;45.34142, 4.8079
16807;00482;LYON PRESQU ILE TERREAUX;2, rue Paul Chenavard;;LYON;69001;;Lu0000000000000000Ma0830123013451745Me0830123013451745Je0830120013451745Ve0830123013451745Sa0800123000000000Di0000000000000000;L'après-midi uniquement sur rendez-vous.;Banque Populaire Auvergne Rhône Alpes;https://www.banquepopulaire.fr/bpaura/;00482;Lu0000000000000000;Ma0830123013451745;Me0830123013451745;Je0830120013451745;Ve0830123013451745;Sa0800123000000000;Di0000000000000000;0000;0000;0000;0000;0830;1230;1345;1745;0830;1230;1345;1745;0830;1200;1345;1745;0830;1230;1345;1745;0800;1230;0000;0000;0000;0000;0000;0000;45.76694, 4.83286
16807;00484;EST LYONNAIS CORBAS;69, rue Centrale;;CORBAS;69960;;Lu0000000000000000Ma0000000000000000Me0000000000000000Je0000000000000000Ve0000000000000000Sa0000000000000000Di0000000000000000;Fermeture estivale de votre agence EST LYONNAIS CORBAS jusqu'au samedi 16/08 inclus.;Banque Populaire Auvergne Rhône Alpes;https://www.banquepopulaire.fr/bpaura/;00484;Lu0000000000000000;Ma0000000000000000;Me0000000000000000;Je0000000000000000;Ve0000000000000000;Sa0000000000000000;Di0000000000000000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;45.67188, 4.89854
16807;00485;CONDRIEU;9, rue de la Liberté;;CONDRIEU;69420;;Lu0000000000000000Ma0830123013451745Me0830123013451745Je0830120013451745Ve0830123013451745Sa0800123000000000Di0000000000000000;L'après-midi uniquement sur rendez-vous;Banque Populaire Auvergne Rhône Alpes;https://www.banquepopulaire.fr/bpaura/;00485;Lu0000000000000000;Ma0830123013451745;Me0830123013451745;Je0830120013451745;Ve0830123013451745;Sa0800123000000000;Di0000000000000000;0000;0000;0000;0000;0830;1230;1345;1745;0830;1230;1345;1745;0830;1200;1345;1745;0830;1230;1345;1745;0800;1230;0000;0000;0000;0000;0000;0000;45.46252, 4.76696
16807;00486;VAL DE SAONE FONTAINES;3, rue Pierre Carbon;;FONTAINES SUR SAONE;69270;;Lu0000000000000000Ma0000000000000000Me0000000000000000Je0000000000000000Ve0000000000000000Sa0000000000000000Di0000000000000000;Fermeture estivale de votre agence VAL DE SAONE FONTAINES du Lundi 28/07 au Samedi 16/08 inclus;Banque Populaire Auvergne Rhône Alpes;https://www.banquepopulaire.fr/bpaura/;00486;Lu0000000000000000;Ma0000000000000000;Me0000000000000000;Je0000000000000000;Ve0000000000000000;Sa0000000000000000;Di0000000000000000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;45.83471, 4.84766
16807;00547;AGENCE ENTREPRISES LYON SUD;Immeuble le Sud Ouest;2A rte de Lyon;BRIGNAIS;69530;;Lu0830120013451745Ma0830120013451745Me0830120013451745Je0830120013451745Ve0830120013451745Sa0000000000000000Di0000000000000000;;Banque Populaire Auvergne Rhône Alpes;https://www.banquepopulaire.fr/bpaura/;00547;Lu0830120013451745;Ma0830120013451745;Me0830120013451745;Je0830120013451745;Ve0830120013451745;Sa0000000000000000;Di0000000000000000;0830;1200;1345;1745;0830;1200;1345;1745;0830;1200;1345;1745;0830;1200;1345;1745;0830;1200;1345;1745;0000;0000;0000;0000;0000;0000;0000;0000;45.67403, 4.7546
16807;00510;ST ETIENNE CENTRE HOTEL DE VILLE;1, pl de l'Hôtel de Ville;;ST ETIENNE;42000;;Lu0900121513451745Ma0900121513451745Me0900121513451745Je0900120013451745Ve0900121513451745Sa0000000000000000Di0000000000000000;;Banque Populaire Auvergne Rhône Alpes;https://www.banquepopulaire.fr/bpaura/;00510;Lu0900121513451745;Ma0900121513451745;Me0900121513451745;Je0900120013451745;Ve0900121513451745;Sa0000000000000000;Di0000000000000000;0900;1215;1345;1745;0900;1215;1345;1745;0900;1215;1345;1745;0900;1200;1345;1745;0900;1215;1345;1745;0000;0000;0000;0000;0000;0000;0000;0000;45.43956, 4.38782
16807;00513;PAYS DU GIER SAINT CHAMOND;24, rue de la République;;ST CHAMOND;42400;;Lu0000000000000000Ma0830123013451745Me0830123013451745Je0830120013451745Ve0830123013451745Sa0800123000000000Di0000000000000000;L'après-midi uniquement sur rendez-vous.;Banque Populaire Auvergne Rhône Alpes;https://www.banquepopulaire.fr/bpaura/;00513;Lu0000000000000000;Ma0830123013451745;Me0830123013451745;Je0830120013451745;Ve0830123013451745;Sa0800123000000000;Di0000000000000000;0000;0000;0000;0000;0830;1230;1345;1745;0830;1230;1345;1745;0830;1200;1345;1745;0830;1230;1345;1745;0800;1230;0000;0000;0000;0000;0000;0000;45.47728, 4.51304
16807;00519;LA TALAUDIERE;1, rue Victor Hugo;;LA TALAUDIERE;42350;;Lu0000000000000000Ma0830123013451745Me0830123013451745Je0830120013451745Ve0830123013451745Sa0800123000000000Di0000000000000000;L'après-midi uniquement sur rendez-vous.;Banque Populaire Auvergne Rhône Alpes;https://www.banquepopulaire.fr/bpaura/;00519;Lu0000000000000000;Ma0830123013451745;Me0830123013451745;Je0830120013451745;Ve0830123013451745;Sa0800123000000000;Di0000000000000000;0000;0000;0000;0000;0830;1230;1345;1745;0830;1230;1345;1745;0830;1200;1345;1745;0830;1230;1345;1745;0800;1230;0000;0000;0000;0000;0000;0000;45.47991, 4.43154
16807;00522;PAYS DU GIER RIVE DE GIER;90, rue Jean Jaurès;;RIVE DE GIER;42800;;Lu0000000000000000Ma0830123013451745Me0830123013451745Je0830120013451745Ve0830123013451745Sa0800123000000000Di0000000000000000;;Banque Populaire Auvergne Rhône Alpes;https://www.banquepopulaire.fr/bpaura/;00522;Lu0000000000000000;Ma0830123013451745;Me0830123013451745;Je0830120013451745;Ve0830123013451745;Sa0800123000000000;Di0000000000000000;0000;0000;0000;0000;0830;1230;1345;1745;0830;1230;1345;1745;0830;1200;1345;1745;0830;1230;1345;1745;0800;1230;0000;0000;0000;0000;0000;0000;45.53073, 4.62036
16807;00527;LOIRE FOREZ ANDREZIEUX;15 bis, Avenue de Saint Etienne;;ANDREZIEUX BOUTHEON CEDEX;42161;;Lu0000000000000000Ma0830123013451745Me0830123013451745Je0830120013451745Ve0830123013451745Sa0800123000000000Di0000000000000000;L'après-midi uniquement sur rendez-vous.;Banque Populaire Auvergne Rhône Alpes;https://www.banquepopulaire.fr/bpaura/;00527;Lu0000000000000000;Ma0830123013451745;Me0830123013451745;Je0830120013451745;Ve0830123013451745;Sa0800123000000000;Di0000000000000000;0000;0000;0000;0000;0830;1230;1345;1745;0830;1230;1345;1745;0830;1200;1345;1745;0830;1230;1345;1745;0800;1230;0000;0000;0000;0000;0000;0000;45.52646, 4.26184
16807;00533;LOIRE FOREZ SAINT RAMBERT;Rue Gonyn St Just;;ST JUST ST RAMBERT;42170;;Lu0000000000000000Ma0830123013451745Me0830123013451745Je0830120013451745Ve0830123013451745Sa0800123000000000Di0000000000000000;L'après-midi uniquement sur rendez-vous;Banque Populaire Auvergne Rhône Alpes;https://www.banquepopulaire.fr/bpaura/;00533;Lu0000000000000000;Ma0830123013451745;Me0830123013451745;Je0830120013451745;Ve0830123013451745;Sa0800123000000000;Di0000000000000000;0000;0000;0000;0000;0830;1230;1345;1745;0830;1230;1345;1745;0830;1200;1345;1745;0830;1230;1345;1745;0800;1230;0000;0000;0000;0000;0000;0000;45.50002, 4.24156
16807;00534;ST ETIENNE NORD VILLARS;4, pl Gambetta;;VILLARS;42390;;Lu0000000000000000Ma0830123013451745Me0830123013451745Je0830120013451745Ve0830123013451745Sa0800123000000000Di0000000000000000;L'après-midi uniquement sur rendez-vous.;Banque Populaire Auvergne Rhône Alpes;https://www.banquepopulaire.fr/bpaura/;00534;Lu0000000000000000;Ma0830123013451745;Me0830123013451745;Je0830120013451745;Ve0830123013451745;Sa0800123000000000;Di0000000000000000;0000;0000;0000;0000;0830;1230;1345;1745;0830;1230;1345;1745;0830;1200;1345;1745;0830;1230;1345;1745;0800;1230;0000;0000;0000;0000;0000;0000;45.46828, 4.35308
17807;00362;CENTRE AFFAIRES BALMA HELIOPOLE;43, Avenue Georges Pompidou;;BALMA;31130;;Lu0830121513301735Ma0830121513301735Me0830121513301735Je0830121514301735Ve0830123000000000Sa0000000000000000Di0000000000000000;;Banque Populaire Occitane;https://www.banquepopulaire.fr/occitane/;00362;Lu0830121513301735;Ma0830121513301735;Me0830121513301735;Je0830121514301735;Ve0830123000000000;Sa0000000000000000;Di0000000000000000;0830;1215;1330;1735;0830;1215;1330;1735;0830;1215;1330;1735;0830;1215;1430;1735;0830;1230;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;43.6274, 1.49225
17807;00249;MONTAUBAN VOLTAIRE;495, Avenue de Paris;;MONTAUBAN;82000;;Lu0000000000000000Ma0830121513301735Me0830121513301735Je0830121514301735Ve0830121513301735Sa0830123000000000Di0000000000000000;Ouverture sur RDV :  Mardi Mercredi et Vendredi de 13h30 à 17h35  le Jeudi de 14h30 à 17h35;Banque Populaire Occitane;https://www.banquepopulaire.fr/occitane/;00249;Lu0000000000000000;Ma0830121513301735;Me0830121513301735;Je0830121514301735;Ve0830121513301735;Sa0830123000000000;Di0000000000000000;0000;0000;0000;0000;0830;1215;1330;1735;0830;1215;1330;1735;0830;1215;1430;1735;0830;1215;1330;1735;0830;1230;0000;0000;0000;0000;0000;0000;44.0336, 1.37557
17807;00002;GIMONT;49 Bis boulevard du nord;;GIMONT;32200;;Lu0000000000000000Ma0830121513301735Me0830121513301735Je0830121514301735Ve0830121513301735Sa0830123000000000Di0000000000000000;Ouverture sur RDV :  Les Mardi Mercredi et Vendredi de 13:30 à 17:35  Le Jeudi de 14:30 à 17:35;Banque Populaire Occitane;https://www.banquepopulaire.fr/occitane/;00201;Lu0000000000000000;Ma0830121513301735;Me0830121513301735;Je0830121514301735;Ve0830121513301735;Sa0830123000000000;Di0000000000000000;0000;0000;0000;0000;0830;1215;1330;1735;0830;1215;1330;1735;0830;1215;1430;1735;0830;1215;1330;1735;0830;1230;0000;0000;0000;0000;0000;0000;43.64951, 0.58294
17807;00009;TOULOUSE JOLIMONT;7, pl Commerciale Jolimont;;TOULOUSE;31500;;Lu0000000000000000Ma0830121513301735Me0830121513301735Je0830121514301735Ve0830121513301735Sa0830123000000000Di0000000000000000;Ouverture sur RDV les après midi :  Mardi Mercredi et Vendredi de 13h30 à 17h35  le Jeudi de 14h30 à 17h35;Banque Populaire Occitane;https://www.banquepopulaire.fr/occitane/;00109;Lu0000000000000000;Ma0830121513301735;Me0830121513301735;Je0830121514301735;Ve0830121513301735;Sa0830123000000000;Di0000000000000000;0000;0000;0000;0000;0830;1215;1330;1735;0830;1215;1330;1735;0830;1215;1430;1735;0830;1215;1330;1735;0830;1230;0000;0000;0000;0000;0000;0000;43.61377, 1.46127
17807;00014;BLAGNAC;Pl du Corps Franc Pommies;;BLAGNAC;31700;;Lu0000000000000000Ma0830121513301735Me0830121513301735Je0830121514301735Ve0830121513301735Sa0830123000000000Di0000000000000000;Ouverture sur RDV :  Mardi, Mercredi et Vendredi de 13h30 à 17h35  le Jeudi de 14h30 à 17h35;Banque Populaire Occitane;https://www.banquepopulaire.fr/occitane/;00114;Lu0000000000000000;Ma0830121513301735;Me0830121513301735;Je0830121514301735;Ve0830121513301735;Sa0830123000000000;Di0000000000000000;0000;0000;0000;0000;0830;1215;1330;1735;0830;1215;1330;1735;0830;1215;1430;1735;0830;1215;1330;1735;0830;1230;0000;0000;0000;0000;0000;0000;43.62874, 1.39494
17807;00021;CUGNAUX;16, pl de l'Eglise;;CUGNAUX;31270;;Lu0000000000000000Ma0830121513301735Me0830121513301735Je0830121514301735Ve0830121513301735Sa0830123000000000Di0000000000000000;Ouverture sur RDV :  Mardi Mercredi et Vendredi de 13h30 à 17h35  le Jeudi de 14h30 à 17h35;Banque Populaire Occitane;https://www.banquepopulaire.fr/occitane/;00121;Lu0000000000000000;Ma0830121513301735;Me0830121513301735;Je0830121514301735;Ve0830121513301735;Sa0830123000000000;Di0000000000000000;0000;0000;0000;0000;0830;1215;1330;1735;0830;1215;1330;1735;0830;1215;1430;1735;0830;1215;1330;1735;0830;1230;0000;0000;0000;0000;0000;0000;43.53604, 1.34514
17807;00033;RAMONVILLE ST AGNE MARNAC;2, pl Marnac;;RAMONVILLE ST AGNE;31520;;Lu0000000000000000Ma0830121513301735Me0830121513301735Je0830121514301735Ve0830121513301735Sa0830123000000000Di0000000000000000;Sur rendez-vous tous les jours:  Mardi - Mercredi - Vendredi : 8h30-12H15 et 13h30-17h35  Jeudi: 8h30-12h15 et 14h30-17h35  Samedi:8h30-12h30;Banque Populaire Occitane;https://www.banquepopulaire.fr/occitane/;00133;Lu0000000000000000;Ma0830121513301735;Me0830121513301735;Je0830121514301735;Ve0830121513301735;Sa0830123000000000;Di0000000000000000;0000;0000;0000;0000;0830;1215;1330;1735;0830;1215;1330;1735;0830;1215;1430;1735;0830;1215;1330;1735;0830;1230;0000;0000;0000;0000;0000;0000;43.54779, 1.47842
17807;00042;BAGNERES DE BIGORRE;37, rue du Maréchal Foch;;BAGNERES DE BIGORRE;65200;;Lu0000000000000000Ma0830121513301735Me0830121513301735Je0830121514301735Ve0830121513301735Sa0830123000000000Di0000000000000000;Horaires d'ouverture sur Rendez-vous:  Mercredi de 08h30 à 12h15 et de 13h30 à 17h35;Banque Populaire Occitane;https://www.banquepopulaire.fr/occitane/;00142;Lu0000000000000000;Ma0830121513301735;Me0830121513301735;Je0830121514301735;Ve0830121513301735;Sa0830123000000000;Di0000000000000000;0000;0000;0000;0000;0830;1215;1330;1735;0830;1215;1330;1735;0830;1215;1430;1735;0830;1215;1330;1735;0830;1230;0000;0000;0000;0000;0000;0000;43.06504, 0.14988
17807;00044;CASTANET TOLOSAN;13, Avenue de Toulouse;;CASTANET TOLOSAN;31320;;Lu0000000000000000Ma0830121513301735Me0830121513301735Je0830121514301735Ve0830121513301735Sa0830123000000000Di0000000000000000;Ouverture sur RDV :  Mardi Mercredi et Vendredi de 13h30 à 17h35  le Jeudi de 14h30 à 17h35;Banque Populaire Occitane;https://www.banquepopulaire.fr/occitane/;00333;Lu0000000000000000;Ma0830121513301735;Me0830121513301735;Je0830121514301735;Ve0830121513301735;Sa0830123000000000;Di0000000000000000;0000;0000;0000;0000;0830;1215;1330;1735;0830;1215;1330;1735;0830;1215;1430;1735;0830;1215;1330;1735;0830;1230;0000;0000;0000;0000;0000;0000;43.5163, 1.49834
17807;00045;ST JEAN DE L'UNION;13-14, allée Victor Hugo;;ST JEAN;31240;;Lu0000000000000000Ma0830121513301735Me0830121513301735Je0830121514301735Ve0830121513301735Sa0830123000000000Di0000000000000000;Sur rendez-vous les après-midi:  Mardi-Mercredi-vendredi de 13:30 à 17:35   Le Jeudi de 14:30 à 17:35;Banque Populaire Occitane;https://www.banquepopulaire.fr/occitane/;00330;Lu0000000000000000;Ma0830121513301735;Me0830121513301735;Je0830121514301735;Ve0830121513301735;Sa0830123000000000;Di0000000000000000;0000;0000;0000;0000;0830;1215;1330;1735;0830;1215;1330;1735;0830;1215;1430;1735;0830;1215;1330;1735;0830;1230;0000;0000;0000;0000;0000;0000;43.66392, 1.50047
17807;00046;TARBES ODOS;85, Avenue Aristide Briand;;TARBES;65000;;Lu0000000000000000Ma0830121513301735Me0830121513301735Je0830121514301735Ve0830121513301735Sa0830123000000000Di0000000000000000;;Banque Populaire Occitane;https://www.banquepopulaire.fr/occitane/;00345;Lu0000000000000000;Ma0830121513301735;Me0830121513301735;Je0830121514301735;Ve0830121513301735;Sa0830123000000000;Di0000000000000000;0000;0000;0000;0000;0830;1215;1330;1735;0830;1215;1330;1735;0830;1215;1430;1735;0830;1215;1330;1735;0830;1230;0000;0000;0000;0000;0000;0000;43.21989, 0.05946
17807;00072;PLAISANCE DU TOUCH;Rue Pierre Loti;ZAC de la Rivière;PLAISANCE DU TOUCH;31830;;Lu0000000000000000Ma0830121513301735Me0830121513301735Je0830121514301735Ve0830121513301735Sa0830123000000000Di0000000000000000;Ouverture sur RDV :  Mardi, Mercredi et Vendredi de 13h30 à 17h35  Jeudi de 14h30 à 17h35;Banque Populaire Occitane;https://www.banquepopulaire.fr/occitane/;00172;Lu0000000000000000;Ma0830121513301735;Me0830121513301735;Je0830121514301735;Ve0830121513301735;Sa0830123000000000;Di0000000000000000;0000;0000;0000;0000;0830;1215;1330;1735;0830;1215;1330;1735;0830;1215;1430;1735;0830;1215;1330;1735;0830;1230;0000;0000;0000;0000;0000;0000;43.56918, 1.30847
17807;00085;FRONTON;45, Avenue de Toulouse;;FRONTON;31620;;Lu0000000000000000Ma0830121513301735Me0830121513301735Je0830121514301735Ve0830121513301735Sa0830123000000000Di0000000000000000;Ouverture sur RDV :  Mardi Mercredi et Vendredi de 13h30 à 17h35  le Jeudi de 14h30 à 17h35;Banque Populaire Occitane;https://www.banquepopulaire.fr/occitane/;00310;Lu0000000000000000;Ma0830121513301735;Me0830121513301735;Je0830121514301735;Ve0830121513301735;Sa0830123000000000;Di0000000000000000;0000;0000;0000;0000;0830;1215;1330;1735;0830;1215;1330;1735;0830;1215;1430;1735;0830;1215;1330;1735;0830;1230;0000;0000;0000;0000;0000;0000;43.82791, 1.39415
17807;00086;TOULOUSE LARDENNE;266, Avenue de Lardenne;;TOULOUSE;31100;;Lu0830121513301735Ma0830121513301735Me0830121513301735Je0830121514301735Ve0830123000000000Sa0000000000000000Di0000000000000000;Ouverture sur RDV :  Le Lundi Mardi Mercredi de 13:30 à 17:35  Le Jeudi de 14:30 à 17:35;Banque Populaire Occitane;https://www.banquepopulaire.fr/occitane/;00289;Lu0830121513301735;Ma0830121513301735;Me0830121513301735;Je0830121514301735;Ve0830123000000000;Sa0000000000000000;Di0000000000000000;0830;1215;1330;1735;0830;1215;1330;1735;0830;1215;1330;1735;0830;1215;1430;1735;0830;1230;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;43.59024, 1.37913
17807;00087;SAMATAN;10, rue de la République;;SAMATAN;32130;;Lu0000000000000000Ma0900121500000000Me0000000000000000Je0900121500000000Ve0000000000000000Sa0900121500000000Di0000000000000000;Horaires d'ouverture sur RDV:  Le Mardi de 13h30 à 17h35  Le Mercredi et Vendredi de 8h30 à 12h15 et 13h30 à 17h35  Le Jeudi de 14h30 à 17h35;Banque Populaire Occitane;https://www.banquepopulaire.fr/occitane/;00351;Lu0000000000000000;Ma0900121500000000;Me0000000000000000;Je0900121500000000;Ve0000000000000000;Sa0900121500000000;Di0000000000000000;0000;0000;0000;0000;0900;1215;0000;0000;0000;0000;0000;0000;0900;1215;0000;0000;0000;0000;0000;0000;0900;1215;0000;0000;0000;0000;0000;0000;43.49327, 0.93118
17807;00089;TOULOUSE BARRIERE DE LOMBEZ;70, Avenue de Lombez;;TOULOUSE;31300;;Lu0830121513301735Ma0830121513301735Me0830121513301735Je0830121514301735Ve0830123000000000Sa0000000000000000Di0000000000000000;;Banque Populaire Occitane;https://www.banquepopulaire.fr/occitane/;00189;Lu0830121513301735;Ma0830121513301735;Me0830121513301735;Je0830121514301735;Ve0830123000000000;Sa0000000000000000;Di0000000000000000;0830;1215;1330;1735;0830;1215;1330;1735;0830;1215;1330;1735;0830;1215;1430;1735;0830;1230;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;43.5952, 1.4164
17807;00108;TOULOUSE PURPAN;297, Avenue de Grande Bretagne;;TOULOUSE;31300;;Lu0830121513301735Ma0830121513301735Me0830121513301735Je0830121514301735Ve0830123000000000Sa0000000000000000Di0000000000000000;Ouverture sur RDV :  Mardi Mercredi et Vendredi de 13h30 à 17h35  le Jeudi de 14h30 à 17h35;Banque Populaire Occitane;https://www.banquepopulaire.fr/occitane/;00208;Lu0830121513301735;Ma0830121513301735;Me0830121513301735;Je0830121514301735;Ve0830123000000000;Sa0000000000000000;Di0000000000000000;0830;1215;1330;1735;0830;1215;1330;1735;0830;1215;1330;1735;0830;1215;1430;1735;0830;1230;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;43.60773, 1.39773
17807;00112;TOULOUSE JULES JULIEN;85, Avenue Jules Julien;;TOULOUSE;31400;;Lu0830121513301735Ma0830121513301735Me0830121513301735Je0830121514301735Ve0830123000000000Sa0000000000000000Di0000000000000000;Ouverture sur RDV :  Mardi Mercredi et Vendredi de 13h30 à 17h35  le Jeudi de 14h30 à 17h35;Banque Populaire Occitane;https://www.banquepopulaire.fr/occitane/;00212;Lu0830121513301735;Ma0830121513301735;Me0830121513301735;Je0830121514301735;Ve0830123000000000;Sa0000000000000000;Di0000000000000000;0830;1215;1330;1735;0830;1215;1330;1735;0830;1215;1330;1735;0830;1215;1430;1735;0830;1230;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;43.57679, 1.45085
17807;00117;TOULOUSE CAMILLE PUJOL;125, Avenue Camille Pujol;;TOULOUSE;31500;;Lu0830121513301735Ma0830121513301735Me0830121513301735Je0830121514301735Ve0830123000000000Sa0000000000000000Di0000000000000000;Ouverture sur RDV :  Les Lundi Mardi Mercredi de 13h30 à 17h35  Le Jeudi de 14h30 à 17h35;Banque Populaire Occitane;https://www.banquepopulaire.fr/occitane/;00209;Lu0830121513301735;Ma0830121513301735;Me0830121513301735;Je0830121514301735;Ve0830123000000000;Sa0000000000000000;Di0000000000000000;0830;1215;1330;1735;0830;1215;1330;1735;0830;1215;1330;1735;0830;1215;1430;1735;0830;1230;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;43.60067, 1.46717
17807;00119;TOULOUSE L'ORMEAU;235, Avenue Saint Exupéry;;TOULOUSE;31400;;Lu0000000000000000Ma0830121513301735Me0830121513301735Je0830121514301735Ve0830121513301735Sa0830123000000000Di0000000000000000;Ouverture sur RDV :  Mardi Mercredi et Vendredi de 13h30 à 17h35  le Jeudi de 14h30 à 17h35;Banque Populaire Occitane;https://www.banquepopulaire.fr/occitane/;00219;Lu0000000000000000;Ma0830121513301735;Me0830121513301735;Je0830121514301735;Ve0830121513301735;Sa0830123000000000;Di0000000000000000;0000;0000;0000;0000;0830;1215;1330;1735;0830;1215;1330;1735;0830;1215;1430;1735;0830;1215;1330;1735;0830;1230;0000;0000;0000;0000;0000;0000;43.57915, 1.48296
17807;00124;LACAUNE;9, Avenue de Naurois;;LACAUNE;81230;;Lu0000000000000000Ma0830121513301735Me0000000013301735Je0000000014301735Ve0830121513301735Sa0830123000000000Di0000000000000000;Ouverture sur RDV :  Mardi de 13h30 à 17h35  Mercredi et Vendredi de 8h30 à 12h15 et de 13h30 à 17h35  Jeudi de 8h30 à 12h15 et de 14h30 à 17h35;Banque Populaire Occitane;https://www.banquepopulaire.fr/occitane/;00562;Lu0000000000000000;Ma0830121513301735;Me0000000013301735;Je0000000014301735;Ve0830121513301735;Sa0830123000000000;Di0000000000000000;0000;0000;0000;0000;0830;1215;1330;1735;0000;0000;1330;1735;0000;0000;1430;1735;0830;1215;1330;1735;0830;1230;0000;0000;0000;0000;0000;0000;43.70738, 2.69621
17807;00134;CASTELSARRASIN;16, pl de la Liberté;;CASTELSARRASIN;82100;;Lu0000000000000000Ma0830121513301735Me0830121513301735Je0830121514301735Ve0830121513301735Sa0830123000000000Di0000000000000000;Ouverture sur RDV :  Mardi Mercredi et Vendredi de 13h30 à 17h35  le Jeudi de 14h30 à 17h35;Banque Populaire Occitane;https://www.banquepopulaire.fr/occitane/;00234;Lu0000000000000000;Ma0830121513301735;Me0830121513301735;Je0830121514301735;Ve0830121513301735;Sa0830123000000000;Di0000000000000000;0000;0000;0000;0000;0830;1215;1330;1735;0830;1215;1330;1735;0830;1215;1430;1735;0830;1215;1330;1735;0830;1230;0000;0000;0000;0000;0000;0000;44.03959, 1.10726
