Etablissement;Code_Guichet;Nom_Guichet;Rue;Complement_adresse;Ville;Code_Postal;Libellé_Marque;Horaires;Infos_Complementaires;Raison_Sociale;Url_site;Code_URA;ouverture_lundi;ouverture_mardi;ouverture_mercredi;ouverture_jeudi;ouverture_vendredi;ouverture_samedi;ouverture_dimanche;ouverture_lundi_matin;fermeture_lundi_matin;ouverture_lundi_apresmidi;fermeture_lundi_apresmidi;ouverture_mardi_matin;fermeture_mardi_matin;ouverture_mardi_apresmidi;fermeture_mardi_apresmidi;ouverture_mercredi_matin;fermeture_mercredi_matin;ouverture_mercredi_apresmidi;fermeture_mercredi_apresmidi;ouverture_jeudi_matin;fermeture_jeudi_matin;ouverture_jeudi_apresmidi;fermeture_jeudi_apresmidi;ouverture_vendredi_matin;fermeture_vendredi_matin;ouverture_vendredi_apresmidi;fermeture_vendredi_apresmidi;ouverture_samedi_matin;fermeture_samedi_matin;ouverture_samedi_apresmidi;fermeture_samedi_apresmidi;ouverture_dimanche_matin;fermeture_dimanche_matin;ouverture_dimanche_apresmidi;fermeture_dimanche_apresmidi;coordonnees_gps
16807;00005;ARLYSERE UGINE;75, Pl du Val d'Arly;;UGINE;73400;;Lu0000000000000000Ma0830123013451745Me0000000000000000Je0000000000000000Ve0830123013451745Sa0800123000000000Di0000000000000000;L'après-midi uniquement sur rendez-vous;Banque Populaire Auvergne Rhône Alpes;https://www.banquepopulaire.fr/bpaura/;00005;Lu0000000000000000;Ma0830123013451745;Me0000000000000000;Je0000000000000000;Ve0830123013451745;Sa0800123000000000;Di0000000000000000;0000;0000;0000;0000;0830;1230;1345;1745;0000;0000;0000;0000;0000;0000;0000;0000;0830;1230;1345;1745;0800;1230;0000;0000;0000;0000;0000;0000;45.746, 6.42091
16807;00129;BELLEDONNE DOMENE;6, pl Matussière;;DOMENE;38420;;Lu0000000000000000Ma0830123013451745Me0000000000000000Je0000000000000000Ve0830123013451745Sa0000000000000000Di0000000000000000;L'après-midi uniquement sur rendez-vous;Banque Populaire Auvergne Rhône Alpes;https://www.banquepopulaire.fr/bpaura/;00129;Lu0000000000000000;Ma0830123013451745;Me0000000000000000;Je0000000000000000;Ve0830123013451745;Sa0000000000000000;Di0000000000000000;0000;0000;0000;0000;0830;1230;1345;1745;0000;0000;0000;0000;0000;0000;0000;0000;0830;1230;1345;1745;0000;0000;0000;0000;0000;0000;0000;0000;45.20131, 5.84027
16807;00150;MONTELIMAR SUD;140, Avenue Jean Jaurès;;MONTELIMAR;26200;;Lu0000000000000000Ma0830123013451745Me0830123013451745Je0830120013451745Ve0830123013451745Sa0800123000000000Di0000000000000000;L'après-midi uniquement sur rendez-vous;Banque Populaire Auvergne Rhône Alpes;https://www.banquepopulaire.fr/bpaura/;00150;Lu0000000000000000;Ma0830123013451745;Me0830123013451745;Je0830120013451745;Ve0830123013451745;Sa0800123000000000;Di0000000000000000;0000;0000;0000;0000;0830;1230;1345;1745;0830;1230;1345;1745;0830;1200;1345;1745;0830;1230;1345;1745;0800;1230;0000;0000;0000;0000;0000;0000;44.5422, 4.74661
16807;00161;MANOSQUE SUD;Axe Sud ZI Saint Joseph;;MANOSQUE;04100;;Lu0000000000000000Ma0830123013451745Me0830123013451745Je0830120013451745Ve0830123013451745Sa0800123000000000Di0000000000000000;L'après-midi uniquement sur rendez-vous;Banque Populaire Auvergne Rhône Alpes;https://www.banquepopulaire.fr/bpaura/;00161;Lu0000000000000000;Ma0830123013451745;Me0830123013451745;Je0830120013451745;Ve0830123013451745;Sa0800123000000000;Di0000000000000000;0000;0000;0000;0000;0830;1230;1345;1745;0830;1230;1345;1745;0830;1200;1345;1745;0830;1230;1345;1745;0800;1230;0000;0000;0000;0000;0000;0000;43.82676, 5.78723
16807;00179;SUD BELLEDONNE EYBENS;142, Avenue Jean Jaurès;;EYBENS;38320;;Lu0000000000000000Ma0830123013451745Me0830123013451745Je0830120013451745Ve0830123013451745Sa0800123000000000Di0000000000000000;L'après-midi uniquement sur rendez-vous;Banque Populaire Auvergne Rhône Alpes;https://www.banquepopulaire.fr/bpaura/;00179;Lu0000000000000000;Ma0830123013451745;Me0830123013451745;Je0830120013451745;Ve0830123013451745;Sa0800123000000000;Di0000000000000000;0000;0000;0000;0000;0830;1230;1345;1745;0830;1230;1345;1745;0830;1200;1345;1745;0830;1230;1345;1745;0800;1230;0000;0000;0000;0000;0000;0000;45.14961, 5.75026
16807;00180;MONTFLEURY MEYLAN;1, Allée des Centaurées;;MEYLAN;38240;;Lu0900121513451745Ma0900121513451745Me0900121513451745Je0900120013451745Ve0900121513451745Sa0000000000000000Di0000000000000000;L'après-midi uniquement sur rendez-vous.  Distributeur disponible en face du 20 chemin de la Revirée à Corenc.;Banque Populaire Auvergne Rhône Alpes;https://www.banquepopulaire.fr/bpaura/;00180;Lu0900121513451745;Ma0900121513451745;Me0900121513451745;Je0900120013451745;Ve0900121513451745;Sa0000000000000000;Di0000000000000000;0900;1215;1345;1745;0900;1215;1345;1745;0900;1215;1345;1745;0900;1200;1345;1745;0900;1215;1345;1745;0000;0000;0000;0000;0000;0000;0000;0000;45.20509, 5.77977
16807;00379;AURILLAC SUD ARPAJON;9, Place de l'Eglise;;ARPAJON SUR CERE;15130;;Lu0000000000000000Ma0830123013451745Me0830123013451745Je0830120013451745Ve0830123013451745Sa0800123000000000Di0000000000000000;L'après-midi uniquement sur rendez-vous;Banque Populaire Auvergne Rhône Alpes;https://www.banquepopulaire.fr/bpaura/;00379;Lu0000000000000000;Ma0830123013451745;Me0830123013451745;Je0830120013451745;Ve0830123013451745;Sa0800123000000000;Di0000000000000000;0000;0000;0000;0000;0830;1230;1345;1745;0830;1230;1345;1745;0830;1200;1345;1745;0830;1230;1345;1745;0800;1230;0000;0000;0000;0000;0000;0000;44.90036, 2.45939
16807;00447;VIENNE ESTRABLIN;Rue du Centre;;ESTRABLIN;38780;;Lu0000000000000000Ma0830123013451745Me0000000000000000Je0000000000000000Ve0830123013451745Sa0800123000000000Di0000000000000000;L'après-midi uniquement sur rendez-vous;Banque Populaire Auvergne Rhône Alpes;https://www.banquepopulaire.fr/bpaura/;00447;Lu0000000000000000;Ma0830123013451745;Me0000000000000000;Je0000000000000000;Ve0830123013451745;Sa0800123000000000;Di0000000000000000;0000;0000;0000;0000;0830;1230;1345;1745;0000;0000;0000;0000;0000;0000;0000;0000;0830;1230;1345;1745;0800;1230;0000;0000;0000;0000;0000;0000;45.51671, 4.96392
16807;00452;LES AQUEDUCS CHAPONOST;53, Avenue Paul Doumer;;CHAPONOST;69630;;Lu0000000000000000Ma0830123013451745Me0830123013451745Je0830120013451745Ve0830123013451745Sa0800123000000000Di0000000000000000;L'après-midi uniquement sur rendez-vous;Banque Populaire Auvergne Rhône Alpes;https://www.banquepopulaire.fr/bpaura/;00452;Lu0000000000000000;Ma0830123013451745;Me0830123013451745;Je0830120013451745;Ve0830123013451745;Sa0800123000000000;Di0000000000000000;0000;0000;0000;0000;0830;1230;1345;1745;0830;1230;1345;1745;0830;1200;1345;1745;0830;1230;1345;1745;0800;1230;0000;0000;0000;0000;0000;0000;45.71202, 4.74652
16807;00471;MONTS D'OR ST CYR;6, pl Charles de Gaulle;;ST CYR AU MONT D'OR;69450;;Lu0000000000000000Ma0830123013451745Me0000000000000000Je0000000000000000Ve0830123013451745Sa0000000000000000Di0000000000000000;L'après-midi uniquement sur rendez-vous;Banque Populaire Auvergne Rhône Alpes;https://www.banquepopulaire.fr/bpaura/;00471;Lu0000000000000000;Ma0830123013451745;Me0000000000000000;Je0000000000000000;Ve0830123013451745;Sa0000000000000000;Di0000000000000000;0000;0000;0000;0000;0830;1230;1345;1745;0000;0000;0000;0000;0000;0000;0000;0000;0830;1230;1345;1745;0000;0000;0000;0000;0000;0000;0000;0000;45.81419, 4.81731
16807;00518;ST ETIENNE SUD BIZILLON;9, rue des Docteurs Charcot;;ST ETIENNE;42100;;Lu0000000000000000Ma0830123013451745Me0830123013451745Je0830120013451745Ve0830123013451745Sa0800123000000000Di0000000000000000;L'après-midi uniquement sur rendez-vous.;Banque Populaire Auvergne Rhône Alpes;https://www.banquepopulaire.fr/bpaura/;00518;Lu0000000000000000;Ma0830123013451745;Me0830123013451745;Je0830120013451745;Ve0830123013451745;Sa0800123000000000;Di0000000000000000;0000;0000;0000;0000;0830;1230;1345;1745;0830;1230;1345;1745;0830;1200;1345;1745;0830;1230;1345;1745;0800;1230;0000;0000;0000;0000;0000;0000;45.42226, 4.39218
16807;00537;FOREZ MONTROND LES BAINS;4, Avenue des Sources;;MONTROND LES BAINS;42210;;Lu0000000000000000Ma0830123013451745Me0830123013451745Je0830120013451745Ve0830123013451745Sa0800123000000000Di0000000000000000;L'après-midi uniquement sur rendez-vous;Banque Populaire Auvergne Rhône Alpes;https://www.banquepopulaire.fr/bpaura/;00537;Lu0000000000000000;Ma0830123013451745;Me0830123013451745;Je0830120013451745;Ve0830123013451745;Sa0800123000000000;Di0000000000000000;0000;0000;0000;0000;0830;1230;1345;1745;0830;1230;1345;1745;0830;1200;1345;1745;0830;1230;1345;1745;0800;1230;0000;0000;0000;0000;0000;0000;45.64331, 4.23198
18707;00660;TOURS THIERS;117, Avenue de Grammont;;TOURS;37000;;Lu0000000000000000Ma0845123014301800Me0845123013451800Je0845123014301800Ve0845123013451800Sa0845121500000000Di0000000000000000;;Banque Populaire Val de France;https://www.banquepopulaire.fr/valdefrance/;00660;Lu0000000000000000;Ma0845123014301800;Me0845123013451800;Je0845123014301800;Ve0845123013451800;Sa0845121500000000;Di0000000000000000;0000;0000;0000;0000;0845;1230;1430;1800;0845;1230;1345;1800;0845;1230;1430;1800;0845;1230;1345;1800;0845;1215;0000;0000;0000;0000;0000;0000;47.38022, 0.69293
17807;00234;VALENCE D'AGEN;Pl Nationale;;VALENCE D'AGEN;82400;;Lu0000000000000000Ma0830121513301735Me0830121513301735Je0830121514301735Ve0830121513301735Sa0830123000000000Di0000000000000000;Ouverture sur RDV :  Mardi, Mercredi et Vendredi de 13h30 à 17h35  le Jeudi de 14h30 à 17h35;Banque Populaire Occitane;https://www.banquepopulaire.fr/occitane/;00334;Lu0000000000000000;Ma0830121513301735;Me0830121513301735;Je0830121514301735;Ve0830121513301735;Sa0830123000000000;Di0000000000000000;0000;0000;0000;0000;0830;1215;1330;1735;0830;1215;1330;1735;0830;1215;1430;1735;0830;1215;1330;1735;0830;1230;0000;0000;0000;0000;0000;0000;44.10747, 0.89037
10107;00151;BAGNOLET BEL EST;28, Avenue du Général de Gaulle;Ctre Cial;BAGNOLET;93170;;Lu0900130014001800Ma0900130014001800Me0900130014001800Je1000130014001800Ve0900130014001700Sa0000000000000000Di0000000000000000;;BRED-Banque Populaire;https://www.bred.fr/;;Lu0900130014001800;Ma0900130014001800;Me0900130014001800;Je1000130014001800;Ve0900130014001700;Sa0000000000000000;Di0000000000000000;0900;1300;1400;1800;0900;1300;1400;1800;0900;1300;1400;1800;1000;1300;1400;1800;0900;1300;1400;1700;0000;0000;0000;0000;0000;0000;0000;0000;48.86301, 2.41651
10107;00314;CAYENNE;5, Avenue du Général de Gaulle;Ctre Cial Eldorado;CAYENNE;97300;;Lu0745124514151700Ma0745124514151700Me0745124514151700Je0745124515151700Ve0745124514151700Sa0745130000000000Di0000000000000000;;BRED-Banque Populaire;https://www.bred.fr/;;Lu0745124514151700;Ma0745124514151700;Me0745124514151700;Je0745124515151700;Ve0745124514151700;Sa0745130000000000;Di0000000000000000;0745;1245;1415;1700;0745;1245;1415;1700;0745;1245;1415;1700;0745;1245;1515;1700;0745;1245;1415;1700;0745;1300;0000;0000;0000;0000;0000;0000;4.93913, -52.32981
10107;00319;COLLEGIEN BAY 2;36, mail Est;Ctre Cial;COLLEGIEN;77090;;Lu0000000000000000Ma0900130014001800Me0900130014001800Je1000130014001800Ve0900130014001800Sa0900130014001700Di0000000000000000;;BRED-Banque Populaire;https://www.bred.fr/;;Lu0000000000000000;Ma0900130014001800;Me0900130014001800;Je1000130014001800;Ve0900130014001800;Sa0900130014001700;Di0000000000000000;0000;0000;0000;0000;0900;1300;1400;1800;0900;1300;1400;1800;1000;1300;1400;1800;0900;1300;1400;1800;0900;1300;1400;1700;0000;0000;0000;0000;48.8318, 2.67627
10107;00682;STE SUZANNE DE LA REUNION;Rues Albany, Cayenne et Mendès France;Les Badamiers;STE SUZANNE;97441;;Lu0000000000000000Ma0800121513301645Me0800121513301645Je0900121513301645Ve0800121513301645Sa0800124500000000Di0000000000000000;;BRED-Banque Populaire;https://www.bred.fr/;;Lu0000000000000000;Ma0800121513301645;Me0800121513301645;Je0900121513301645;Ve0800121513301645;Sa0800124500000000;Di0000000000000000;0000;0000;0000;0000;0800;1215;1330;1645;0800;1215;1330;1645;0900;1215;1330;1645;0800;1215;1330;1645;0800;1245;0000;0000;0000;0000;0000;0000;-20.90769, 55.60867
10107;00711;COLOMBES;130, bd Charles de Gaulle;Ctre Cial Leclerc;COLOMBES;92700;;Lu0000000000000000Ma0900130014001800Me0900130014001800Je1000130014001800Ve0900130014001800Sa0900130014001700Di0000000000000000;uniquement sur RDV les après-midi;BRED-Banque Populaire;https://www.bred.fr/;;Lu0000000000000000;Ma0900130014001800;Me0900130014001800;Je1000130014001800;Ve0900130014001800;Sa0900130014001700;Di0000000000000000;0000;0000;0000;0000;0900;1300;1400;1800;0900;1300;1400;1800;1000;1300;1400;1800;0900;1300;1400;1800;0900;1300;1400;1700;0000;0000;0000;0000;48.91353, 2.23023
10107;00712;SAVIGNY-LE-TEMPLE;15, rue de l'Orée du Bois;Ctre Cial Boissénart;SAVIGNY-LE-TEMPLE;77176;;Lu0000000000000000Ma0900130014001800Me0900130014001800Je1000130014001800Ve0900130014001800Sa0900130014001700Di0000000000000000;;BRED-Banque Populaire;https://www.bred.fr/;;Lu0000000000000000;Ma0900130014001800;Me0900130014001800;Je1000130014001800;Ve0900130014001800;Sa0900130014001700;Di0000000000000000;0000;0000;0000;0000;0900;1300;1400;1800;0900;1300;1400;1800;1000;1300;1400;1800;0900;1300;1400;1800;0900;1300;1400;1700;0000;0000;0000;0000;48.5865, 2.596603
10207;00039;RUNGIS MIN;84, rue de la Tour;MIN 84;RUNGIS;94150;;Lu0830123013301715Ma0830123013301715Me0830123013301715Je0830123013301630Ve0830121500000000Sa0000000000000000Di0000000000000000;Les après-midis, uniquement sur rendez-vous.   FERMEE LE VENDREDI APRES MIDI;Banque Populaire Rives de Paris;https://www.banquepopulaire.fr/rivesparis/;00039;Lu0830123013301715;Ma0830123013301715;Me0830123013301715;Je0830123013301630;Ve0830121500000000;Sa0000000000000000;Di0000000000000000;0830;1230;1330;1715;0830;1230;1330;1715;0830;1230;1330;1715;0830;1230;1330;1630;0830;1215;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;48.75833, 2.35621
10207;00095;LE PLESSIS ROBINSON;3, passage de l'Escargot d'Or;ZAC du Coeur de Ville - Ilot H;LE PLESSIS ROBINSON;92350;;Lu0000000000000000Ma0900130014001730Me0900130014001730Je0900130014001600Ve0900130014001730Sa0900130014001730Di0000000000000000;;Banque Populaire Rives de Paris;https://www.banquepopulaire.fr/rivesparis/;00095;Lu0000000000000000;Ma0900130014001730;Me0900130014001730;Je0900130014001600;Ve0900130014001730;Sa0900130014001730;Di0000000000000000;0000;0000;0000;0000;0900;1300;1400;1730;0900;1300;1400;1730;0900;1300;1400;1600;0900;1300;1400;1730;0900;1300;1400;1730;0000;0000;0000;0000;48.78142, 2.26177
10207;00318;GONESSE;1, Avenue Georges Pompidou;Ctre Cial La Grande Vallée;GONESSE;95500;;Lu0000000000000000Ma0900130014001730Me0900130014001730Je0900130014001600Ve0900130014001730Sa0900130014001730Di0000000000000000;;Banque Populaire Rives de Paris;https://www.banquepopulaire.fr/rivesparis/;00318;Lu0000000000000000;Ma0900130014001730;Me0900130014001730;Je0900130014001600;Ve0900130014001730;Sa0900130014001730;Di0000000000000000;0000;0000;0000;0000;0900;1300;1400;1730;0900;1300;1400;1730;0900;1300;1400;1600;0900;1300;1400;1730;0900;1300;1400;1730;0000;0000;0000;0000;48.99085, 2.4307
10807;00478;MONTHOLON AILLANT SUR THOLON;31, rue Grande Saint Antoine;Aillant sur Tholon;MONTHOLON;89110;;Lu0000000000000000Ma0830120513301800Me0830120513301800Je0830120514301800Ve0830120513301800Sa0830122000000000Di0000000000000000;Uniquement sur rendez-vous à distance le jeudi.;Banque Populaire Bourgogne Franche-Comté;https://www.banquepopulaire.fr/bpbfc/;00478;Lu0000000000000000;Ma0830120513301800;Me0830120513301800;Je0830120514301800;Ve0830120513301800;Sa0830122000000000;Di0000000000000000;0000;0000;0000;0000;0830;1205;1330;1800;0830;1205;1330;1800;0830;1205;1430;1800;0830;1205;1330;1800;0830;1220;0000;0000;0000;0000;0000;0000;47.55617, 3.44025
10807;00448;DIJON AGENCE DE VALMY;3E, rue Jeanne Barret;ZAC Parc Valmy;DIJON;21000;;Lu0000000000000000Ma0830120513301800Me0830120513301800Je0830120514301800Ve0830120513301800Sa0830122000000000Di0000000000000000;Accueil accessible chaque matin du mardi au samedi et sur rendez-vous l'après-midi.;Banque Populaire Bourgogne Franche-Comté;https://www.banquepopulaire.fr/bpbfc/;00448;Lu0000000000000000;Ma0830120513301800;Me0830120513301800;Je0830120514301800;Ve0830120513301800;Sa0830122000000000;Di0000000000000000;0000;0000;0000;0000;0830;1205;1330;1800;0830;1205;1330;1800;0830;1205;1430;1800;0830;1205;1330;1800;0830;1220;0000;0000;0000;0000;0000;0000;47.36692, 5.04953
10907;00049;BORDEAUX PEY BERLAND;2, rue Dufour Dubergier;Place Pey Berland;BORDEAUX;33000;;Lu0000000000000000Ma0900123013451800Me0900123013451800Je0900123014451800Ve0900123013451800Sa0900123000000000Di0000000000000000;;Banque Populaire Aquitaine Centre Atlantique;https://www.banquepopulaire.fr/bpaca/;00049;Lu0000000000000000;Ma0900123013451800;Me0900123013451800;Je0900123014451800;Ve0900123013451800;Sa0900123000000000;Di0000000000000000;0000;0000;0000;0000;0900;1230;1345;1800;0900;1230;1345;1800;0900;1230;1445;1800;0900;1230;1345;1800;0900;1230;0000;0000;0000;0000;0000;0000;44.83676, -0.57589
13507;00005;VENDIN LE VIEIL LENS 2;2, rte de la Bassée;Ctre Cial Cora;VENDIN LE VIEIL;62880;;Lu0000000000000000Ma0900124513301800Me0900121513301800Je0900121514301800Ve0900121513301800Sa0900123000000000Di0000000000000000;;Banque Populaire du Nord;https://www.banquepopulaire.fr/nord/;00005;Lu0000000000000000;Ma0900124513301800;Me0900121513301800;Je0900121514301800;Ve0900121513301800;Sa0900123000000000;Di0000000000000000;0000;0000;0000;0000;0900;1245;1330;1800;0900;1215;1330;1800;0900;1215;1430;1800;0900;1215;1330;1800;0900;1230;0000;0000;0000;0000;0000;0000;50.45643, 2.81626
13507;00662;COQUELLES;20, bd du Parc;1er étage;COQUELLES;62231;;Lu0900121513451800Ma0900121513451800Me0900121513451800Je0900121513451800Ve0900121513451800Sa0000000000000000Di0000000000000000;Centre d'affaires entreprises Grand Littoral;Banque Populaire du Nord;https://www.banquepopulaire.fr/nord/;00662;Lu0900121513451800;Ma0900121513451800;Me0900121513451800;Je0900121513451800;Ve0900121513451800;Sa0000000000000000;Di0000000000000000;0900;1215;1345;1800;0900;1215;1345;1800;0900;1215;1345;1800;0900;1215;1345;1800;0900;1215;1345;1800;0000;0000;0000;0000;0000;0000;0000;0000;50.92799, 1.80602
13807;00755;LE MANS LES MAILLETS;138-140, rue des Maillets;Résidence Richelieu;LE MANS;72000;;Lu0000000000000000Ma0900123014001800Me0900123014001800Je0900123015001800Ve0900123014001800Sa0900123000000000Di0000000000000000;Votre agence est ouverte uniquement sur rendez-vous l'après-midi.;Banque Populaire Grand Ouest;https://www.banquepopulaire.fr/bpgo/;00755;Lu0000000000000000;Ma0900123014001800;Me0900123014001800;Je0900123015001800;Ve0900123014001800;Sa0900123000000000;Di0000000000000000;0000;0000;0000;0000;0900;1230;1400;1800;0900;1230;1400;1800;0900;1230;1500;1800;0900;1230;1400;1800;0900;1230;0000;0000;0000;0000;0000;0000;48.01534, 0.21252
14607;00343;CAGNES SUR MER;24-26, rue du Brigadier Claverie;Le Tamango;CAGNES SUR MER;06800;;Lu0845121513301730Ma0845121514001730Me0845121513301730Je0845121513301730Ve0845121513301730Sa0000000000000000Di0000000000000000;Information : Pour toujours mieux vous accompagner, nous vous recevons exclusivement sur rendez-vous l'après-midi. Votre conseiller(e) se consacre entièrement aux entretiens clientèle programmés.;Banque Populaire Méditerranée;https://www.banquepopulaire.fr/mediterranee/;00343;Lu0845121513301730;Ma0845121514001730;Me0845121513301730;Je0845121513301730;Ve0845121513301730;Sa0000000000000000;Di0000000000000000;0845;1215;1330;1730;0845;1215;1400;1730;0845;1215;1330;1730;0845;1215;1330;1730;0845;1215;1330;1730;0000;0000;0000;0000;0000;0000;0000;0000;43.6627, 7.15285
14607;00354;NICE NAPOLEON III;170, bd Napoléon III;Résidence Stanesco;NICE;06200;;Lu0000000000000000Ma0830122014001800Me0830122013301800Je0830122013301800Ve0830122013301800Sa0830123500000000Di0000000000000000;Information : Pour toujours mieux vous accompagner, nous vous recevons exclusivement sur rendez-vous l'après-midi. Votre conseiller(e) se consacre entièrement aux entretiens clientèle programmés.;Banque Populaire Méditerranée;https://www.banquepopulaire.fr/mediterranee/;00354;Lu0000000000000000;Ma0830122014001800;Me0830122013301800;Je0830122013301800;Ve0830122013301800;Sa0830123500000000;Di0000000000000000;0000;0000;0000;0000;0830;1220;1400;1800;0830;1220;1330;1800;0830;1220;1330;1800;0830;1220;1330;1800;0830;1235;0000;0000;0000;0000;0000;0000;43.67843, 7.21875
14607;00214;MONTEUX;9, Avenue de la Libération;Immeuble le Saphir;MONTEUX;84170;;Lu0845121513301730Ma0845121514001730Me0845121513301730Je0845121513301730Ve0845121513301730Sa0000000000000000Di0000000000000000;Information : Pour toujours mieux vous accompagner, nous vous recevons exclusivement sur rendez-vous l'après-midi. Votre conseiller(e) se consacre entièrement aux entretiens clientèle programmés.    Agence accessible aux personnes à mobilité réduite;Banque Populaire Méditerranée;https://www.banquepopulaire.fr/mediterranee/;00214;Lu0845121513301730;Ma0845121514001730;Me0845121513301730;Je0845121513301730;Ve0845121513301730;Sa0000000000000000;Di0000000000000000;0845;1215;1330;1730;0845;1215;1400;1730;0845;1215;1330;1730;0845;1215;1330;1730;0845;1215;1330;1730;0000;0000;0000;0000;0000;0000;0000;0000;44.0336, 4.99798
14607;00247;TARASCON;3bis, rue des Charpentiers;ZAC le Roubian;TARASCON;13150;;Lu0000000000000000Ma0830122014001800Me0830122013301800Je0830122013301800Ve0830122013301800Sa0830123500000000Di0000000000000000;Information : Pour toujours mieux vous accompagner, nous vous recevons exclusivement sur rendez-vous l'après-midi. Votre conseiller(e) se consacre entièrement aux entretiens clientèle programmés.;Banque Populaire Méditerranée;https://www.banquepopulaire.fr/mediterranee/;00247;Lu0000000000000000;Ma0830122014001800;Me0830122013301800;Je0830122013301800;Ve0830122013301800;Sa0830123500000000;Di0000000000000000;0000;0000;0000;0000;0830;1220;1400;1800;0830;1220;1330;1800;0830;1220;1330;1800;0830;1220;1330;1800;0830;1235;0000;0000;0000;0000;0000;0000;43.79526, 4.69131
16607;00025;ST CYPRIEN PLAGE;27, bd Desnoyer;Résidence Les Portes du Soleil;ST CYPRIEN PLAGE;66750;;Lu0830120013301730Ma0830120013301730Me0830120013301730Je0830120015001730Ve0830120013301730Sa0000000000000000Di0000000000000000;Nous vous accueillons tous les jours et sommes disponibles sur rendez-vous les après-midi.;Banque Populaire du Sud;https://www.banquepopulaire.fr/sud/;07250;Lu0830120013301730;Ma0830120013301730;Me0830120013301730;Je0830120015001730;Ve0830120013301730;Sa0000000000000000;Di0000000000000000;0830;1200;1330;1730;0830;1200;1330;1730;0830;1200;1330;1730;0830;1200;1500;1730;0830;1200;1330;1730;0000;0000;0000;0000;0000;0000;0000;0000;42.61773, 3.00313
16607;00084;CARCASSONNE PONT ROUGE;13, rue de Magellan;ZI Pont Rouge;CARCASSONNE;11000;;Lu0000000000000000Ma0830124513301730Me0830124513301730Je0830124515001730Ve0830124513301730Sa0830124500000000Di0000000000000000;sur RDV le jeudi et le samedi.;Banque Populaire du Sud;https://www.banquepopulaire.fr/sud/;07840;Lu0000000000000000;Ma0830124513301730;Me0830124513301730;Je0830124515001730;Ve0830124513301730;Sa0830124500000000;Di0000000000000000;0000;0000;0000;0000;0830;1245;1330;1730;0830;1245;1330;1730;0830;1245;1500;1730;0830;1245;1330;1730;0830;1245;0000;0000;0000;0000;0000;0000;43.23614, 2.36919
16607;00237;BEZIERS VERDIER;7, Avenue Pierre Verdier;Les Tuileries;BEZIERS;34500;;Lu0900123013301730Ma0900123013301730Me0900123013301730Je0900123015001730Ve0900123013301730Sa0000000000000000Di0000000000000000;Ouverture uniquement sur rendez-vous les jeudis après-midi;Banque Populaire du Sud;https://www.banquepopulaire.fr/sud/;08370;Lu0900123013301730;Ma0900123013301730;Me0900123013301730;Je0900123015001730;Ve0900123013301730;Sa0000000000000000;Di0000000000000000;0900;1230;1330;1730;0900;1230;1330;1730;0900;1230;1330;1730;0900;1230;1500;1730;0900;1230;1330;1730;0000;0000;0000;0000;0000;0000;0000;0000;43.34512, 3.23635
16807;00164;AGENCE ENTREPRISES CENTR'ALP;196, rue du Rocher de Lorzier;Centr'Alp;MOIRANS;38430;;Lu0830120013451745Ma0830120013451745Me0830120013451745Je0830120013451745Ve0830120013451745Sa0000000000000000Di0000000000000000;;Banque Populaire Auvergne Rhône Alpes;https://www.banquepopulaire.fr/bpaura/;00164;Lu0830120013451745;Ma0830120013451745;Me0830120013451745;Je0830120013451745;Ve0830120013451745;Sa0000000000000000;Di0000000000000000;0830;1200;1345;1745;0830;1200;1345;1745;0830;1200;1345;1745;0830;1200;1345;1745;0830;1200;1345;1745;0000;0000;0000;0000;0000;0000;0000;0000;45.32091, 5.59206
16807;00165;AGENCE ENTREPRISES MONTBONNOT;445, rue Lavoisier;NOVESPARC;MONTBONNOT ST MARTIN;38330;;Lu0830120013451745Ma0830120013451745Me0830120013451745Je0830120013451745Ve0830120013451745Sa0000000000000000Di0000000000000000;;Banque Populaire Auvergne Rhône Alpes;https://www.banquepopulaire.fr/bpaura/;00165;Lu0830120013451745;Ma0830120013451745;Me0830120013451745;Je0830120013451745;Ve0830120013451745;Sa0000000000000000;Di0000000000000000;0830;1200;1345;1745;0830;1200;1345;1745;0830;1200;1345;1745;0830;1200;1345;1745;0830;1200;1345;1745;0000;0000;0000;0000;0000;0000;0000;0000;45.21702, 5.81305
16807;00542;AGENCE ENTREPRISES LYON OUEST;5, rue Gorge de Loup - CS 2035;Immeuble Le Carré de St Pierre;LYON CEDEX 9;69337;;Lu0830120013451745Ma0830120013451745Me0830120013451745Je0830120013451745Ve0830120013451745Sa0000000000000000Di0000000000000000;;Banque Populaire Auvergne Rhône Alpes;https://www.banquepopulaire.fr/bpaura/;00542;Lu0830120013451745;Ma0830120013451745;Me0830120013451745;Je0830120013451745;Ve0830120013451745;Sa0000000000000000;Di0000000000000000;0830;1200;1345;1745;0830;1200;1345;1745;0830;1200;1345;1745;0830;1200;1345;1745;0830;1200;1345;1745;0000;0000;0000;0000;0000;0000;0000;0000;45.77004, 4.80446
