nom,adresse,code_postal
SG AUVERGNE RHÔNE ALPES,"7 BD ST-LOUIS, 43000 LE PUY EN VELAY",43000
SG AUVERGNE RHÔNE ALPES,"9 FAUBOURG CARNOT, 43120 MONISTROL SUR LOIRE",43120
