nom,adresse,code_postal
SG COURTOIS,"2 ALL JEANNE DAGUZAN, 32000 AUCH",32000
SG SUD OUEST,"1 RUE GAICHIES, 32100 CONDOM",32100
SG SUD OUEST,"BD CHARLES DE GAULLE, 32800 EAUZE",32800
SG COURTOIS,"52 BD CARNOT, 32600 L ISLE JOURDAIN",32600
