nom,adresse,code_postal,latitude,longitude
SG COURTOIS,"85 BD GAMBETTA, 46000 CAHORS",46000,44.4459484,1.4414621
SG COURTOIS,"31 RUE GAMBETTA, 46100 FIGEAC",46100,44.6077577,2.0337158
SG TARNEAUD,"24 BD LOUIS JEAN MALVY, 46200 SOUILLAC",46200,44.8943023,1.4794673
